,gemini-2.5-flash,gpt-4o
kbaa-p003:dist_char,12,6
kbaa-p003:doc_len,2894,2894
kbaa-p003:cer_pct,0.414651002073255,0.2073255010366275
kbaa-p003:wer_pct,2.6490066225165565,1.1037527593818985
kbaa-p003:token_sort_ratio,99.017824663514,99.94542477715117
kbaa-p039:dist_char,259,54
kbaa-p039:doc_len,3463,3463
kbaa-p039:cer_pct,7.479064395033208,1.559341611319665
kbaa-p039:wer_pct,13.16793893129771,8.206106870229007
kbaa-p039:token_sort_ratio,98.0652962515115,97.53515802207772
kbaa-p005:dist_char,228,20
kbaa-p005:doc_len,3737,3737
kbaa-p005:cer_pct,6.101150655606101,0.5351886540005352
kbaa-p005:wer_pct,10.847457627118644,1.0169491525423728
kbaa-p005:token_sort_ratio,98.00418702023727,99.21787709497207
kbaa-p011:dist_char,265,219
kbaa-p011:doc_len,3658,3658
kbaa-p011:cer_pct,7.2443958447238925,5.986878075451066
kbaa-p011:wer_pct,8.103727714748784,6.645056726094004
kbaa-p011:token_sort_ratio,99.45417983338122,99.58351285365504
kbaa-p010:dist_char,72,73
kbaa-p010:doc_len,3636,3636
kbaa-p010:cer_pct,1.9801980198019802,2.0077007700770078
kbaa-p010:wer_pct,3.8461538461538463,2.097902097902098
kbaa-p010:token_sort_ratio,99.18115213331417,98.90972525076319
kbaa-p004:dist_char,37,30
kbaa-p004:doc_len,3757,3757
kbaa-p004:cer_pct,0.9848283204684588,0.7985094490284802
kbaa-p004:wer_pct,4.643449419568822,1.9900497512437811
kbaa-p004:token_sort_ratio,98.57241857241857,98.95470383275261
kbaa-p038:dist_char,209,98
kbaa-p038:doc_len,3613,3613
kbaa-p038:cer_pct,5.7846664821477995,2.7124273456960974
kbaa-p038:wer_pct,12.61101243339254,9.591474245115453
kbaa-p038:token_sort_ratio,93.62945645821156,93.42661419618132
kbaa-p012:dist_char,34,40
kbaa-p012:doc_len,3755,3755
kbaa-p012:cer_pct,0.9054593874833556,1.0652463382157125
kbaa-p012:wer_pct,2.3450586264656614,4.0201005025125625
kbaa-p012:token_sort_ratio,99.19129949804797,98.8845510317903
kbaa-p006:dist_char,47,53
kbaa-p006:doc_len,3693,3693
kbaa-p006:cer_pct,1.272678039534254,1.4351475764960737
kbaa-p006:wer_pct,2.0583190394511153,5.145797598627787
kbaa-p006:token_sort_ratio,99.3277070519239,99.48615472452184
kbaa-p007:dist_char,18,27
kbaa-p007:doc_len,3637,3637
kbaa-p007:cer_pct,0.4949133901567226,0.7423700852350839
kbaa-p007:wer_pct,0.6825938566552902,2.5597269624573378
kbaa-p007:token_sort_ratio,99.66815755302265,99.61044582311355
kbaa-p060:dist_char,306,73
kbaa-p060:doc_len,3610,3610
kbaa-p060:cer_pct,8.476454293628809,2.0221606648199444
kbaa-p060:wer_pct,9.090909090909092,5.387205387205387
kbaa-p060:token_sort_ratio,98.90782000873743,98.90782000873743
kbaa-p048:dist_char,45,92
kbaa-p048:doc_len,3639,3639
kbaa-p048:cer_pct,1.2366034624896949,2.528167078867821
kbaa-p048:wer_pct,2.8368794326241136,5.319148936170213
kbaa-p048:token_sort_ratio,98.85057471264368,99.24188242025461
kbaa-p100:dist_char,76,173
kbaa-p100:doc_len,3854,3854
kbaa-p100:cer_pct,1.9719771665801764,4.4888427607680335
kbaa-p100:wer_pct,3.7520391517128875,6.525285481239804
kbaa-p100:token_sort_ratio,98.2308111050626,97.1200220476781
kbaa-p114:dist_char,51,114
kbaa-p114:doc_len,3551,3551
kbaa-p114:cer_pct,1.4362151506617853,3.210363277949873
kbaa-p114:wer_pct,4.137931034482759,6.206896551724138
kbaa-p114:token_sort_ratio,99.12345862427574,98.17419934151451
kbaa-p115:dist_char,315,54
kbaa-p115:doc_len,3709,3709
