,gemini-2.5-flash,gpt-4o
kbaa-p003:dist_char,4,5
kbaa-p003:doc_len,2584,2584
kbaa-p003:cer_pct,0.15479876160990713,0.19349845201238391
kbaa-p003:wer_pct,0.2136752136752137,0.4273504273504274
kbaa-p003:token_sort_ratio,99.92254066615027,99.90315707921751
kbaa-p004:dist_char,246,149
kbaa-p004:doc_len,3400,3400
kbaa-p004:cer_pct,7.235294117647059,4.382352941176471
kbaa-p004:wer_pct,11.869918699186991,9.105691056910569
kbaa-p004:token_sort_ratio,98.4004739336493,98.45338046840477
kbaa-p005:dist_char,39,134
kbaa-p005:doc_len,3408,3408
kbaa-p005:cer_pct,1.1443661971830987,3.931924882629108
kbaa-p005:wer_pct,0.9933774834437087,8.443708609271523
kbaa-p005:token_sort_ratio,99.42452412571934,98.56009403467529
kbaa-p006:dist_char,60,31
kbaa-p006:doc_len,3319,3319
kbaa-p006:cer_pct,1.8077734257306417,0.9340162699608316
kbaa-p006:wer_pct,2.0100502512562812,1.507537688442211
kbaa-p006:token_sort_ratio,99.04269867801247,99.16880761674474
kbaa-p007:dist_char,156,97
kbaa-p007:doc_len,3294,3294
kbaa-p007:cer_pct,4.735883424408015,2.94474802671524
kbaa-p007:wer_pct,8.221476510067115,3.0201342281879198
kbaa-p007:token_sort_ratio,98.87160719731625,98.49044978434996
kbaa-p008:dist_char,214,38
kbaa-p008:doc_len,3305,3305
kbaa-p008:cer_pct,6.475037821482601,1.1497730711043872
kbaa-p008:wer_pct,9.565217391304348,1.565217391304348
kbaa-p008:token_sort_ratio,98.85862121442702,99.3924665856622
kbaa-p009:dist_char,199,18
kbaa-p009:doc_len,3304,3304
kbaa-p009:cer_pct,6.023002421307506,0.5447941888619854
kbaa-p009:wer_pct,7.9866888519134775,0.6655574043261231
kbaa-p009:token_sort_ratio,99.894083825087,99.66616084977238
kbaa-p010:dist_char,203,55
kbaa-p010:doc_len,3294,3294
kbaa-p010:cer_pct,6.162720097146327,1.6697024893746206
kbaa-p010:wer_pct,8.333333333333332,1.1904761904761905
kbaa-p010:token_sort_ratio,99.09909909909909,99.59022613446653
kbaa-p011:dist_char,43,185
kbaa-p011:doc_len,3290,3290
kbaa-p011:cer_pct,1.3069908814589666,5.623100303951368
kbaa-p011:wer_pct,0.9615384615384616,8.012820512820513
kbaa-p011:token_sort_ratio,99.34220590484932,99.48233861144945
kbaa-p012:dist_char,27,58
kbaa-p012:doc_len,3433,3433
kbaa-p012:cer_pct,0.7864841246722983,1.6894844159627147
kbaa-p012:wer_pct,1.1382113821138211,2.7642276422764227
kbaa-p012:token_sort_ratio,99.37162063422475,98.7574915947961
kbaa-p038:dist_char,222,50
kbaa-p038:doc_len,3265,3265
kbaa-p038:cer_pct,6.7993874425727405,1.5313935681470139
kbaa-p038:wer_pct,9.424083769633508,1.9197207678883073
kbaa-p038:token_sort_ratio,99.49425287356321,98.99737775721117
kbaa-p039:dist_char,164,164
kbaa-p039:doc_len,3130,3130
kbaa-p039:cer_pct,5.23961661341853,5.23961661341853
kbaa-p039:wer_pct,7.962962962962964,7.962962962962964
kbaa-p039:token_sort_ratio,99.48750800768738,99.48750800768738
kbaa-p043:dist_char,96,123
kbaa-p043:doc_len,3269,3269
kbaa-p043:cer_pct,2.9366778831446925,3.7626185377791375
kbaa-p043:wer_pct,2.6548672566371683,3.0088495575221237
kbaa-p043:token_sort_ratio,98.62036893504883,97.80408036131443
kbaa-p048:dist_char,185,54
kbaa-p048:doc_len,3305,3305
kbaa-p048:cer_pct,5.597579425113464,1.6338880484114977
kbaa-p048:wer_pct,9.027777777777777,1.7361111111111112
kbaa-p048:token_sort_ratio,98.73994231061181,99.14686166971359
kbaa-p049:dist_char,164,152
kbaa-p049:doc_len,3443,3443
kbaa-p049:cer_pct,4.763287830380482,4.414754574498984
kbaa-p049:wer_pct,7.166666666666667,5.0
kbaa-p049:token_sort_ratio,99.50509461426492,97.728285077951
kbaa-p058:dist_char,2,268
kbaa-p058:doc_len,3219,3219
kbaa-p058:cer_pct,0.062131096613855234,8.325566946256602
kbaa-p058:wer_pct,0.36363636363636365,10.363636363636363
kbaa-p058:token_sort_ratio,99.2852703542573,97.75263240609775
kbaa-p059:dist_char,215,214
kbaa-p059:doc_len,3338,3338
kbaa-p059:cer_pct,6.440982624325945,6.411024565608149
kbaa-p059:wer_pct,8.291873963515755,6.301824212271974
kbaa-p059:token_sort_ratio,99.17429815343041,96.75324675324676
kbaa-p060:dist_char,181,221
kbaa-p060:doc_len,3290,3290
kbaa-p060:cer_pct,5.501519756838906,6.717325227963526
kbaa-p060:wer_pct,6.270627062706271,7.755775577557755
kbaa-p060:token_sort_ratio,99.83285215012916,99.0659929566682
kbaa-p061:dist_char,3,212
kbaa-p061:doc_len,3290,3290
kbaa-p061:cer_pct,0.0911854103343465,6.443768996960486
kbaa-p061:wer_pct,0.33500837520938026,7.537688442211055
kbaa-p061:token_sort_ratio,99.95442807230745,99.45088468578402
kbaa-p062:dist_char,116,24
kbaa-p062:doc_len,3347,3347
kbaa-p062:cer_pct,3.46579025993427,0.717060053779504
kbaa-p062:wer_pct,3.33889816360601,0.8347245409015025
kbaa-p062:token_sort_ratio,98.23654606263302,99.64017991004498
kbaa-p063:dist_char,40,32
kbaa-p063:doc_len,3360,3360
kbaa-p063:cer_pct,1.1904761904761905,0.9523809523809524
kbaa-p063:wer_pct,1.0291595197255576,0.6861063464837049
kbaa-p063:token_sort_ratio,100.0,99.52153110047847
kbaa-p064:dist_char,38,233
kbaa-p064:doc_len,3229,3229
kbaa-p064:cer_pct,1.1768349334159183,7.215856302260762
kbaa-p064:wer_pct,1.0135135135135136,9.29054054054054
kbaa-p064:token_sort_ratio,99.67587590677573,98.51255035636814
kbaa-p065:dist_char,271,50
kbaa-p065:doc_len,3253,3253
kbaa-p065:cer_pct,8.330771595450354,1.537042729787888
kbaa-p065:wer_pct,9.20138888888889,1.0416666666666665
kbaa-p065:token_sort_ratio,98.23960118398504,99.22552664188352
kbaa-p066:dist_char,157,37
kbaa-p066:doc_len,3278,3278
kbaa-p066:cer_pct,4.789505796217205,1.1287370347773031
kbaa-p066:wer_pct,5.4101221640488655,1.0471204188481675
